institution_code,institution_name,short_name,institution_type,institution_group,address,postal_code,province_code,province_name,regency_code,regency_name,district_name,latitude,longitude,institution_status,accreditation,website,program_count,tuition_range,founding_date
223003,STAK Negeri Manado,,,PTA,jln. Bougenville Tateli Satu Kecamatan Mandolang,95661,71,Sulawesi Utara,7102,Kab. Minahasa,,,,Alih Bentuk,,stakn-manado.ac.id,9,,2001-01-01
233179,Sekolah Tinggi Teologi Kingdom Bali,Sekolah Tinggi Teolo,Sekolah Tinggi,PTA,"Jl. Antasura - Nangka Selatan, Perum Lembah Pujian A1",80239,51,Bali,5171,Kota Denpasar,Kec. Denpasar Utara,-8.61753,115.22521,Aktif,Baik,sttkingdom.ac.id,6,3.812.500 - 5.812.500,
164028,Akademi Manajemen Informatika Dan Komputer Makassar,AMIK MAKASSAR,Akademi,PTS,,,71,Sulawesi Utara,7171,Kota Manado,,1.5498837,124.8648991,Aktif,,amikmdo.ac.id,1,,2024-01-24
093156,STIKES Graha Edukasi,STIKES GEMA,,PTS,"JL. Biring Romang Baru RT. 003 RW. 006, Kel. Kapasa, Kec. Tamalanrea, Kota Makassar",90142,73,Sulawesi Selatan,7371,Kota Makassar,,-5.1240334,119.5032865,Alih Bentuk,,http://stikesgrahaedukasi.ac.id,5,3.000.000 - 6.500.000,2006-01-31
034121,Akademi Maritim Pembangunan Jakarta,AMP Jakarta,Akademi,PTS,Jalan Manunggal II No 67 Ciracas,13830,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,,-6.3094121,106.8822467,Aktif,Baik,www.pelayaranpembangunan.sch.id,3,6.700.000 - 8.700.000,1985-05-04
023133,Sekolah Tinggi Manajemen Informatika dan Komputer Lembah Dempo,,Sekolah Tinggi,PTS,,,16,Sumatera Selatan,1672,Kota Pagar Alam,,,,Alih Bentuk,,,1,,2018-04-11
064134,Akademi Kebidanan Bhakti Nusantara Salatiga,akbid bhakti nusanta,Akademi,PTS,"jl.Argosari No.25 Randuacir,Argomulyo, Salatiga",50731,33,Jawa Tengah,3373,Kota Salatiga,,-7.3443717,110.5106387,Tutup,,www.akbidbhaktinusantara.com,1,,2007-09-25
073132,Sekolah Tinggi Ilmu Kesehatan Hang Tuah Surabaya,SEKOLAH TINGGI ILMU,Sekolah Tinggi,PTS,"Jalan Gadung No 1 , SURABAYA",60244,35,Jawa Timur,3578,Kota Surabaya,,-7.310547,112.74,Aktif,Unggul,http://stikeshangtuah-sby.ac.id/,6,4.650.000 - 10.400.000,2006-06-19
033095,Sekolah Tinggi Ilmu Ekonomi Indonesia Raya,STIE Dwipa Wacana,Sekolah Tinggi,PTS,"Jalan Pahlawan Revolusi No. 14-15 Pondok Bambu, Duren Sawit, Jakarta Timur",13430,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,,,,Alih Bentuk,,stiedwipawacana.ac.id,2,,1996-12-03
033066,Sekolah Tinggi Ilmu Ekonomi Trisakti,STIE Trisakti,Sekolah Tinggi,PTS,Jalan Kyai Tapa No 20 Grogol,11440,31,D.K.I. Jakarta,3173,Kota Jakarta Barat,,-6.167165,106.793695,Aktif,Unggul,www.stietrisakti.ac.id,3,1.020.000 - 18.760.000,1993-05-10
001044,Universitas Khairun,Universitas Khairun,Universitas,PTN,Jalan Pertamina Kampus II Gambesi,97719,82,Maluku Utara,8271,Kota Ternate,Kec. Ternate Selatan,0.76383,127.335614,Aktif,B,unkhair.ac.id,56,174.000 - 25.000.000,1964-08-15
061046,Universitas Nasional Karangturi Semarang,UNKARTUR,Universitas,PTS,Jl Raden Patah No. 182-192 Semarang,50127,33,Jawa Tengah,3374,Kota Semarang,Kec. Semarang Timur,-6.962766,110.437124,Aktif,Baik,www.unkartur.ac.id,10,250.000 - 8.950.000,2017-06-19
213229,STAI Nahdlatul Ulama (STAINU) Pacitan,STAINU PACITAN,,PTA,JL. LETJEND. S. PARMAN NO. 44 B PACITAN,63514,35,Jawa Timur,3501,Kab. Pacitan,,-8.2030403,111.1057717,Aktif,Baik,stainupa.ac.id,3,1.050.000 - 2.400.000,2009-03-01
093159,STIKES RSU Daya Makassar,STIKES Karya Persada,,PTS,Jl Perintis Kemerdekaan Km 14,90241,74,Sulawesi Tenggara,7403,Kab. Muna,,-4.8020891,122.7164779,Alih Bentuk,,,4,,2007-08-01
034190,Akademi Keperawatan RSU FK-UKI,,Akademi,PTS,Jalan Mayjen Sutoyo,13630,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,,,,Alih Bentuk,,WWW.akperyuki.ac.id,1,,2000-06-13
273005,STIPAS St.Sirilus Ruteng,STIPAS ST. SIRILUS R,,PTA,"JALAN PELITA WAEPALO-RUTENG, MANGGARAI- FLORES, NTT",86511,53,Nusa Tenggara Timur,5310,Kab. Manggarai,,49.9990379,170.0242472,Aktif,Baik,https:/stipassirilus.ac.id,2,1.100.000 - 1.100.000,2003-09-17
051030,Universitas Islam Mulia Yogyakarta,UIM Yogya,Universitas,PTS,,,34,D.I. Yogyakarta,3402,Kab. Bantul,,-7.8099011,110.2822577,Aktif,Baik,www.uim-yogya.ac.id,8,3.000.000 - 3.500.000,2024-02-01
174143,Institut Kesehatan dan Teknologi Kartini Batam,IKT Kartini Batam,Institut,,,,21,Kepulauan Riau,2171,Kota Batam,,1.1471967,104.0177742,Aktif,,https://iktkartinibatam.ac.id/,6,5.000.000 - 7.750.000,2025-01-30
083041,STMIK Lombok,STMIK LOMBOK,,PTS,Jl. Basuki Rahmat No. 5 Praya Lombok Tengah Nusa Tenggara Barat,83511,52,Nusa Tenggara Barat,5202,Kab. Lombok Tengah,Kec. Praya,-8.698385,116.282369,Aktif,Baik,https://www.stmiklombok.ac.id,2,2.400.000 - 4.800.000,2002-06-12
064059,Akademi Sekretari Dan Manajemen Santa Anna,asekma,Akademi,PTS,Jalan Arteri Soekarno - Hatta No. 10A-B Telp. (024) 76584404 Fax. (024) 76584402,50196,33,Jawa Tengah,3374,Kota Semarang,,-6.98661,110.4478822,Alih Bentuk,,asmistansa.ac.id,1,,1999-08-23
094142,Akademi Farmasi Yamasi Makassar,AKFAR YAMASI,Akademi,PTS,JL. MAPALA BLOK D 5/ No. 10 Makassar,90222,73,Sulawesi Selatan,7371,Kota Makassar,,,,Aktif,Baik,yamasi.ac.id,1,3.500.000 - 3.500.000,2012-08-30
103091,STIKES Dharmasraya,STIKES Dharmasraya,,PTS,Jl Lintas Sumatera km 18 Koto Baru,27581,13,Sumatera Barat,,Kab. Dharmas Raya,,,,Alih Bentuk,,,3,,2006-09-11
344014,Akademi Kebidanan Tarutung Pemkab Tapanuli Utara,,Akademi,PTKL,,,12,Sumatera Utara,1202,Kab. Tapanuli Utara,,,,Alih Bentuk,,akbidtarutung.ac.id,1,,2012-10-10
045057,Politeknik Kesehatan KMC Kuningan,POLTEKES KMC KUNINGA,Politeknik,PTS,,,32,Jawa Barat,3208,Kab. Kuningan,,108.478061,-6.9754794,Aktif,Baik,poltekeskmc.ac.id,3,,2021-12-30
213804,Sekolah Tinggi Agama Islam NU Assalafie,STAI NU ASSALAFIE,Sekolah Tinggi,PTA,"Jalan Gondang Manis Nomor 52, Desa Babakan, Kecamatan Ciwaringin",45167,32,Jawa Barat,3209,Kab. Cirebon,,-6.6880739,108.3724489,Aktif,,,2,,2025-03-19
395006,Politeknik Kelautan dan Perikanan Kupang,Politeknik KP Kupang,Politeknik,PTKL,,,53,Nusa Tenggara Timur,5301,Kab. Kupang,Kec. Kupang Barat,-10.2222545,123.5124819,Aktif,Baik,www.poltekkpkupang.kkp.go.id,3,,2016-05-11
033229,Sekolah Tinggi Ilmu Kesehatan Pasar Rebo,STIKes Pasar Rebo,Sekolah Tinggi,PTS,,,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,,-6.3036296,106.8688561,Aktif,Terakreditasi,https://stikespasarrebo.ac.id/,2,14.000.000 - 15.000.000,2024-09-19
104057,Akademi Keperawatan Dharma Husada Pekanbaru,,Akademi,PTS,Jalan Harapan Raya No 1,11111,14,Riau,1471,Kota Pekanbaru,,,,Alih Bentuk,,,1,,2002-09-29
013187,Sekolah Tinggi Ilmu Ekonomi Profesional Indonesia,,Sekolah Tinggi,PTS,,,12,Sumatera Utara,1211,Kab. Dairi,,2.7226375,98.3579056,Aktif,Baik,stieprofesional.medan.ac.id,3,,2014-10-17
031018,Universitas Borobudur,,Universitas,PTS,Jalan Raya Kalimalang No 1,13620,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,,-6.24355,106.899203,Aktif,Unggul,http://www.borobudur.ac.id,20,600.000 - 30.000.000,1983-03-11
061082,Universitas Telogorejo Semarang,UNTS,Universitas,PTS,,,33,Jawa Tengah,3374,Kota Semarang,,-6.9710458,110.3911225,Aktif,,https://universitastelogorejo.ac.id,10,,2025-06-25
021042,Universitas Serasan,UNSAN,Universitas,PTS,,,16,Sumatera Selatan,1603,Kab. Muara Enim,,-3.6422775,103.7727731,Aktif,Baik,www.unsan.ac.id,6,4.250.000 - 4.250.000,2022-05-25
111031,Universitas Borneo Lestari,UNBL,Universitas,PTS,,,63,Kalimantan Selatan,6372,Kota Banjarbaru,,-3.4613139,114.8521263,Aktif,Terakreditasi,https://unbl.ac.id/,10,100.000 - 25.000.000,2022-06-07
131013,Universitas Bina Bangsa Getsempena,UBBG,Universitas,PTS,,,11,Aceh,1171,Kota Banda Aceh,,5.580211,95.357992,Aktif,Terakreditasi,www.bbg.ac.id,18,800.000 - 8.500.000,2021-04-09
064152,Akademi Kebidanan Graha Mandiri Cilacap,AKBID GMC,Akademi,PTS,"Jl. Dr. SUTOMO NO. 4B SIDAKAYA, CILACAP",53212,33,Jawa Tengah,3301,Kab. Cilacap,,,,Alih Bentuk,,gmcp.ac.id,1,,2010-10-21
034024,Akademi Teknologi Grafika Indonesia Jakarta,ATGI,Akademi,PTS,"Jl Pasar Jumat, Lebak Bulus, JAKARTA SELATAN.",12440,31,D.K.I. Jakarta,3174,Kota Jakarta Selatan,,,,Aktif,,,1,,1965-09-30
011009,Universitas Katolik Santo Thomas,UKST,Universitas,PTS,Jalan Setia Budi Nomor 479 F Tanjung Sari,20132,12,Sumatera Utara,1271,Kota Medan,Kec. Medan Selayang,3.543836,98.6216272,Aktif,B,www.ust.ac.id,31,335.000 - 40.000.000,1984-06-20
144001,Akademi Sekretari Dan Manajemen Indonesia Jayapura,,Akademi,PTS,Jalan Amphibi No 37 Hamadi,99223,91,Papua,9171,Kota Jayapura,,-2.5720674,140.7046965,Tutup,,,2,,1993-11-11
001013,Universitas Udayana,UNUD,Universitas,PTN,"Jl.Kampus Bukit UNUD Jimbaran ,Badung-Bali",80361,51,Bali,5103,Kab. Badung,,-8.79788,115.172768,Aktif,Unggul,www.unud.ac.id,179,500.000 - 45.000.000,1962-08-17
344064,Akademi Keperawatan Pemkab Muna,Akper Pemkab Muna,Akademi,PTKL,Kampus Akper Pemkab Muna Jln. Poros Raha-Tampo Km.6 Motewe Raha,93613,74,Sulawesi Tenggara,7403,Kab. Muna,,,,Aktif,,,1,,2012-10-10
043196,Sekolah Tinggi Bahasa Asing Technocrat,STBA TECHNOCRAT,Sekolah Tinggi,PTS,"Jl. K.H. Abdul Wahid No. 9, Kadu Agung, Tigaraksa",15720,36,Banten,3603,Kab. Tangerang,,-6.2647208,106.488041,Aktif,,www.stbatechnocrat.ac.id,2,500.000 - 6.000.000,2001-08-30
233216,Sekolah Tinggi Teologi ATI Anjungan Pontianak,STT ATI,Sekolah Tinggi,PTA,"Jl. Raya Anjungan Melancar Gg. Durian No. 7, Anjungan - Kalimantan Barat",78354,61,Kalimantan Barat,,Kab. Pontianak,,0.3589222,109.1729253,Aktif,Baik,www.sttati.ac.id,4,,
063031,Sekolah Tinggi Ilmu Ekonomi YPPI,STIE YPPI Rembang,Sekolah Tinggi,PTS,Jalan Raya Rembang - Pamotan KM 4 Rembang Jawa Tengah,59219,33,Jawa Tengah,3317,Kab. Rembang,,,,Alih Bentuk,,www.stie-yppi.ac.id,3,,2000-01-15
093126,STIKES Gema Insan Akademik,STIK GIA MAKASSAR,,PTS,Jalan Tanjung Bunga 59(32),90134,73,Sulawesi Selatan,7371,Kota Makassar,,-5.1735528,119.407462,Aktif,Baik,stikgiamakassar.ac.id,4,2.600.000 - 2.600.000,2000-01-12
094025,AMIK Ibnu Khaldun Palopo,AMIK Ibnu Khaldun Pa,,PTS,Jalan Jend.Sudirman KM. 5 Kelurahan Songka Kecamatan Wara Selatan,91922,73,Sulawesi Selatan,7373,Kota Palopo,,-3.040548,120.216351,Aktif,Baik,http://ikp.ac.id,3,,1998-08-14
043208,Sekolah Tinggi Teknologi Nasional Bandung,,Sekolah Tinggi,PTS,Jalan Hasanudin No 2,40132,32,Jawa Barat,3273,Kota Bandung,,,,Tutup,,,5,,2002-02-14
094042,Akademi Bahasa Asing Barakati Kendari,,Akademi,PTS,Jalan MT Haryono No 78,93117,74,Sulawesi Tenggara,7471,Kota Kendari,,,,Tutup,,,1,,2000-10-10
013099,STIE IBMI Medan,STIE IBMI MEDAN,,PTS,Jalan Perniagaan Baru No 33-49 A Medan,20111,12,Sumatera Utara,1271,Kota Medan,,3.5888173,98.679524,Aktif,Baik,https://stieibmi.ac.id,2,2.000.000 - 2.400.000,2001-08-02
134014,Akademi Kebidanan Darussalam,Akbid Darussalam,Akademi,PTS,Jalan Iskandar Muda No 24,24315,11,Aceh,1173,Kota Lhokseumawe,,5.1811333,97.1519038,Alih Bentuk,,akbiddarussalam.ac.id,1,,2004-10-28
124023,Akademi Kebidanan Wijaya Kusuma Malang,AKBID WK,Akademi,PTS,,,82,Maluku Utara,8271,Kota Ternate,,0.7710208,127.3760565,Aktif,Baik,www.akbidwijayakusumakotaternate.com,1,4.500.000 - 4.500.000,2023-02-03
034223,Akademi Keperawatan Pelni,Akper PELNI,Akademi,PTS,"Jl. Angkasa No. 18, Kelurahan Gunung Sahari, Kecamatan Kemayoran",10610,31,D.K.I. Jakarta,3171,Kota Jakarta Pusat,,89.9999974,-6.434088,Aktif,Baik,www.akper-pelni.ac.id,1,,2011-01-27
033171,Sekolah Tinggi Ilmu Kesehatan Mitra Ria Husada Jakarta,STIKes MRHJ,Sekolah Tinggi,PTS,Komplek Yayasan Karya Bhakti RIA Pembangunan Jl. Karya Bhakti No. 3 Cibubur Jakarta Timur,13270,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,,-6.367319,106.891661,Aktif,Baik,http://www.mrh.ac.id,6,3.000.000 - 13.750.000,2004-12-30
163016,Sekolah Tinggi Ilmu Ekonomi Petra,STIE PETRA,Sekolah Tinggi,PTS,Jalan Manembo Nembo,95514,71,Sulawesi Utara,7172,Kota Bitung,,1.430824,125.1124642,Aktif,Baik,http://stiepetrabitung.ac.id,2,,1998-11-11
213673,Sekolah Tinggi Agama Islam Imam Bukhori Bulukumba,,Sekolah Tinggi,PTA,"Jl. Borong Paoe Desa Polewali, Kecamatan Gantarang, Kabupaten Bulukumba, Provinsi Sulawesi Selatan",92561,73,Sulawesi Selatan,7302,Kab. Bulukumba,Kec. Gantarang,-4.3809605,116.1130725,Aktif,Baik,,2,,2019-05-22
033049,Sekolah Tinggi Teknologi Kelautan Hatawana,STTK Hatawana,Sekolah Tinggi,PTS,Jl Cipinang Besar Selatan No 1 Kebon Nanas Jatinegara,13410,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,,,,Tutup,,,1,,1987-06-11
053025,Sekolah Tinggi Manajemen Informatika dan Ilmu Komputer El Rahma Yogyakarta,,Sekolah Tinggi,PTS,Jalan Sisingamangaraja No 76 Karangkajen Brotokusuman,55153,34,D.I. Yogyakarta,3471,Kota Yogyakarta,Kec. Mergangsan,-7.822922,110.372878,Aktif,Baik,www.stmikelrahma.ac.id,7,,2001-08-30
073114,Sekolah Tinggi Ilmu Ekonomi YAPAN,stie yapan,Sekolah Tinggi,PTS,"Jl. IKIP GUNUNG ANYAR, BLOK E, No. 197 - 198 SURABAYA",60293,35,Jawa Timur,3578,Kota Surabaya,,-7.33271,112.782994,Aktif,B,www.stieyapan.ac.id,3,,2001-02-17
233049,Sekolah Tinggi Teologi Kalimantan,STT Kalimantan,Sekolah Tinggi,PTA,Jl. Gajah Mada 50 Kotak Pos 1051,78010,61,Kalimantan Barat,6171,Kota Pontianak,,-0.039965,109.34402,Aktif,Baik,www.sttkalimantan.ac.id,3,1.200.000 - 3.450.000,
083058,Sekolah Tinggi Pariwisata Triatma Jaya,STIPAR,Sekolah Tinggi,PTS,"Jl. Kubu Gunung. No.103, Dalung",80361,51,Bali,5103,Kab. Badung,Kec. Kuta Utara,-8.63065,115.17683,Alih Bentuk,,www.triatma-mapindo.ac.id,3,,2008-07-14
202034,Institut Agama Islam Negeri Pekalongan,IAIN Pekalongan,Institut,PTA,,,33,Jawa Tengah,3375,Kota Pekalongan,,-6.866923,109.677493,Alih Bentuk,,www.iainpekalongan.ac.id,25,,2016-08-01
213736,Sekolah Tinggi Agama Islam Al Mujtama Pamekasan,,Sekolah Tinggi,PTA,,,35,Jawa Timur,3528,Kab. Pamekasan,,,,Aktif,Baik,,5,1.500.000 - 1.500.000,2022-01-26
043338,STKIP Arastamar di Tangerang,,,PTS,,,36,Banten,3671,Kota Tangerang,,,,Tutup,,,2,,2013-10-25
095014,Politeknik Indonesia,POLINDO,Politeknik,PTS,,,73,Sulawesi Selatan,7371,Kota Makassar,,-5.1413881,119.4744906,Aktif,Baik,www.polindo.ac.id,6,3.000.000 - 3.000.000,2019-09-23
014253,Akademi Analis Farmasi Al Islam Yogyakarta,,Akademi,PTS,,,12,Sumatera Utara,1271,Kota Medan,,,,Aktif,,,1,,2021-09-06
113047,Sekolah Tinggi Pertanian Panca Bhakti,,Sekolah Tinggi,PTS,Jalan Sultan Abdurahman No 8,78123,61,Kalimantan Barat,,Kab. Pontianak,,-0.0391539,109.3285268,Aktif,,,1,,2002-09-23
293002,Sekolah Tinggi Agama Buddha Dharma Widya,STAB DHARMA WIDYA,Sekolah Tinggi,PTA,Jl. Iskandar Muda/Sewan Rawa kucing No 90 Tangerang,15000,36,Banten,3671,Kota Tangerang,,-6.1451837,106.6197258,Aktif,Baik Sekali,https://stab-dharmawidya.ac.id/,1,1.500.000 - 15.000.000,2008-03-18
076008,Akademi Komunitas Kopi Al-Hasan,,Akademi Komunitas,PTS,,,35,Jawa Timur,3509,Kab. Jember,,,,Aktif,,,1,,2019-10-09
104122,Akademi Kebidanan Salma,,Akademi,PTS,Siak Sri Indrapura,12345,14,Riau,1408,Kab. Siak,,0.8031363,102.046724,Alih Bentuk,,akbidsalma.ac.id,1,,2008-07-18
202011,IAIN Antasari Banjarmasin,IAIN Antasari Banjar,,PTA,"Jalan Jenderal Ahmad Yani Km. 4,5",70235,63,Kalimantan Selatan,6371,Kota Banjarmasin,Kec. Banjarmasin Timur,,,Alih Bentuk,,http://www.iain-antasari.ac.id/,33,,1964-11-20
033092,STKIP Albana,,,PTS,Jalan Raya Bekasi Timur No 5,13250,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,,,,Tutup,,,1,,1994-12-09
034231,Akademi Keperawatan Antariksa,Akper Antariksa,Akademi,PTS,"Jl. Alternatif JORR No. C-23, Jatiwarna Pondokgede- Bekasi 17415",17415,31,D.K.I. Jakarta,3174,Kota Jakarta Selatan,Kec. Cilandak,-6.2969193,106.7860189,Alih Bentuk,,www.antariksa.ac.id,1,,2011-12-12
041080,Universitas Muhammadiyah Banten,UMBanten,Universitas,PTS,kota serang,,36,Banten,3673,Kota Serang,,,,Aktif,Baik,https://umbanten.ac.id,7,3.000.000 - 3.000.000,2020-07-08
041089,Universitas Cipasung Tasikmalaya,UNCIP,Universitas,PTS,,,32,Jawa Barat,3206,Kab. Tasikmalaya,,-7.3440153,108.1254231,Aktif,Baik,www.uncip.ac.id,17,180.000 - 4.160.000,2021-02-08
104105,Akademi Kebidanan Puteri Andalas,AKBID-PA,Akademi,PTS,Jalan Andalas Baru No.7 Simpang Haru Padang,25123,13,Sumatera Barat,1371,Kota Padang,,-0.944511,100.37903,Alih Bentuk,,akbidputeriandalas.ac.id,1,,2006-09-15
304001,Akademi Meteorologi Klimatologi dan Geofisika,AMG,Akademi,PTKL,"Jl.Perhubungan I No.5 Komplek Meteo DEPHUB Bintaro, Pondok Betung, Tangerang",15221,36,Banten,3603,Kab. Tangerang,,,,Alih Bentuk,,stmkg.ac.id,12,,2014-04-24
085010,Politeknik Selaparang Lombok,PSL,Politeknik,PTS,,,52,Nusa Tenggara Barat,5203,Kab. Lombok Timur,,-8.5441859,116.5058577,Alih Bentuk,,psl.ac.id,3,,2021-12-01
344021,Akademi Kesehatan Provinsi Riau,akkes dinkes,Akademi,PTKL,Jl. M. Tahar No. 1 Pematang Reba - Riau,29351,14,Riau,1402,Kab. Indragiri Hulu,,,,Alih Bentuk,,akkesdinkesriau.ac.id,1,,2012-10-10
213055,STAI Cendekia Insani Situbondo,STAI CI,,PTA,Jl. Raya Paowan No. 25 Panarukan Situbondo Kompleks Ponpes Nurul Huda Paowan,68351,35,Jawa Timur,3512,Kab. Situbondo,,-7.70648,113.9596,Aktif,Baik,staicinh.ac.id,3,2.400.000 - 2.400.000,2010-06-10
114053,Akademi Sekretari Indonesia Samarinda,,Akademi,PTS,Jl Moh Yamin No 6,75123,64,Kalimantan Timur,6472,Kota Samarinda,Kec. Samarinda Ulu,,,Tutup,,,1,,
033190,Sekolah Tinggi Ilmu Kesehatan Pertamedika,STIKes PERTAMEDIKA,Sekolah Tinggi,PTS,"Jl.Bintaro Raya No.10, Tanah Kusir- Kebayoran Lama Utara -Jakarta Selatan",12240,31,D.K.I. Jakarta,3174,Kota Jakarta Selatan,,-6.2531443,106.7739795,Aktif,B,https://stikes-pertamedika.ac.id,5,3.000.000 - 19.800.000,2008-02-13
084036,Akademi Kesehatan Gigi Karya Adi Husada Mataram,AKG MATARAM,Akademi,PTS,Jl. Dr. Sutomo No. 19 Kelurahan Karang Baru Kota Mataram,83123,52,Nusa Tenggara Barat,5271,Kota Mataram,Kec. Sekarbela,-8.614538,116.0785054,Aktif,Baik,www.akgmataram.ac.id,1,5.000.000 - 5.000.000,2009-04-06
051005,Universitas Atma Jaya Yogyakarta,UAJY,Universitas,PTS,Jalan Babarsari No 44,55281,34,D.I. Yogyakarta,3404,Kab. Sleman,Kec. Depok,-7.7804645,110.4137372,Aktif,Unggul,www.uajy.ac.id,32,500.000 - 17.500.000,1965-09-27
121017,Universitas Bumi Hijrah Tidore,UNIBRAH,Universitas,PTS,"Jln Lintas Halmahera - Sofifi, Kec. Oba Utara, Kota Tidore Kepulauan",97852,82,Maluku Utara,8272,Kota Tidore Kepulauan,,0.70583,127.56397,Aktif,Baik,http://unibrahtidore.ac.id,12,1.200.000 - 1.500.000,2012-04-09
123021,Sekolah Tinggi Perikanan Hatta-sjahrir,STP-HS,Sekolah Tinggi,PTS,Jalan Said Tjong Baadila No 1,97593,81,Maluku,8101,Kab. Maluku Tengah,,-4.525385,129.897474,Alih Bentuk,,www.hattasjahrir.ac.id,2,,2001-09-16
405015,Poltekkes Kemenkes Yogyakarta,POLKESYO,,PTKL,"Jl. Tatabumi No. 3 Banyuraden, Gamping, Sleman, DI.Yogyakarta",55293,34,D.I. Yogyakarta,3404,Kab. Sleman,,-7.7812226,110.3410159,Aktif,Baik Sekali,https://poltekkesjogja.ac.id,18,4.700.000 - 8.500.000,2001-04-16
094064,Akademi Keperawatan Reformasi,Akper Reformasi Maka,Akademi,PTS,Jalan Pampang II Lr V No 01 Makassar,90231,73,Sulawesi Selatan,7371,Kota Makassar,,,,Aktif,,,1,,1998-11-28
023061,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Muhammadiyah Pagaralam,STKIP MUHAMMADIYAH,Sekolah Tinggi,PTS,Jl Kombes H Umar No 1123 Kel Kauman Pagaralam Selatan,31525,16,Sumatera Selatan,1672,Kota Pagar Alam,,-4.025001,103.25348,Aktif,Baik,http://www.stkipm-pagaralam.ac.id,3,100.000 - 8.500.000,2000-08-18
061053,Universitas An Nuur,UNAN,Universitas,PTS,"Majenang, Kuripan",,33,Jawa Tengah,3315,Kab. Grobogan,Kec. Purwodadi,-7.085327,110.896188,Aktif,Baik,http://unan.ac.id/,10,3.500.000 - 8.750.000,2019-06-17
101028,Universitas Nahdlatul Ulama Sumatera Barat,UNU SUMBAR,Universitas,PTS,Jl. Ciliwung No. 10,,13,Sumatera Barat,1371,Kota Padang,Kec. Padang Utara,-0.9179721,100.3502961,Aktif,Baik,www.unusumbar.ac.id,11,2.400.000 - 2.400.000,2014-10-17
163054,Sekolah Tinggi Ilmu Kesehatan Surifatri Kotamobagu,Stikes Surifatri,Sekolah Tinggi,PTS,"Pobundayan, Kotamobagu Sel., Kota Kotamobagu",,71,Sulawesi Utara,7174,Kota. Kotamobagu,Kec. Kotamobagu Selatan,0.7070928,124.3039298,Alih Bentuk,,,1,,2017-11-16
043035,Sekolah Tinggi Bahasa Asing Yapari,STBA YAPARI,Sekolah Tinggi,PTS,Jln. Cihampelas No. 194,40131,32,Jawa Barat,3273,Kota Bandung,,,,Aktif,Baik,www.stbayapariaba.ac.id,6,2.500.000 - 6.250.000,1963-10-26
173116,STIKES Pekanbaru Medical Center,STIKes PMC,,,Jl. Lembaga Pemasyarakatan No. 25 Gobah Pekanbaru Riau,28131,14,Riau,1471,Kota Pekanbaru,,0.509082,101.46225,Aktif,Baik,stikespmc.ac.id,6,14.000.000 - 15.000.000,2009-09-01
066001,Akademi Komunitas Balekambang,,Akademi Komunitas,PTS,,,33,Jawa Tengah,3320,Kab. Jepara,,,,Tutup,,,3,,2013-10-18
064002,Akademi Bahasa 17 Agustus 1945 Semarang,,Akademi,PTS,Jalan Seteran Dalam No 9,50134,33,Jawa Tengah,3374,Kota Semarang,Kec. Semarang Selatan,,,Alih Bentuk,,,3,,1969-11-10
122001,Institut Teknologi dan Bisnis Stikom Ambon,ITB Stikom Ambon,Institut,PTS,,,81,Maluku,8171,Kota Ambon,,-3.695681,128.178589,Aktif,,www.stikomambon.ac.id,8,,2020-09-21
093173,STIKES Puangrimanggalatung,,,PTS,Bone,12345,73,Sulawesi Selatan,7308,Kab. Bone,,,,Alih Bentuk,,,2,,2009-06-25
134052,Akademi Keperawatan Muhammadiyah Bireuen,AKPER MUH BIREUEN,Akademi,PTS,"Jalan Medan - Banda Aceh, No. 3 Desa Geulanggang Teungoh, Kecamatan Kota Juang , Kabupaten Bireuen",24211,11,Aceh,1111,Kab. Bireuen,,5.202944,96.715074,Alih Bentuk,,www.akpermuhbir.ac.id,1,,2014-08-27
032014,Institut Bisnis dan Multimedia Asmi Jakarta,IBM asmi,Institut,PTS,PACUAN KUDA NO 1 - 5 PULO MAS Jakarta Timur,13210,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,,,,Aktif,Baik,www.ibmasmi.ac.id,12,300.000 - 12.330.000,2010-09-07
044055,Akademi Teknologi Patriot,,Akademi,PTS,Jalan Kalibaru Timur,17133,32,Jawa Barat,3275,Kota Bekasi,,,,Tutup,,,2,,1992-11-23
054066,Akademi Kesehatan Karya Husada Yogyakarta,AKES KARYA HUSADA Y,Akademi,PTS,JL. Tentara Rakyat Mataram No 11 B Yogyakarta,55231,34,D.I. Yogyakarta,3471,Kota Yogyakarta,Kec. Jetis,7.784806,110.356809,Alih Bentuk,,akeskaryahusada.go.id,2,,2006-10-22
345001,Politeknik Kesehatan Provinsi Bengkulu,,Politeknik,PTKL,,,17,Bengkulu,1703,Kab. Bengkulu Utara,,,,Alih Bentuk,,,3,,2012-03-13
